country	continent	year
Netherlands	Europe	1987
Netherlands	Europe	1992
Netherlands	Europe	1997
Netherlands	Europe	2002
Netherlands	Europe	2007
New_Zealand	Oceania	1952
New_Zealand	Oceania	1957
New_Zealand	Oceania	1962
New_Zealand	Oceania	1967
New_Zealand	Oceania	1972
New_Zealand	Oceania	1977
New_Zealand	Oceania	1982
New_Zealand	Oceania	1987
New_Zealand	Oceania	1992
New_Zealand	Oceania	1997
New_Zealand	Oceania	2002
New_Zealand	Oceania	2007
Nicaragua	Americas	1952
Nicaragua	Americas	1957
Nicaragua	Americas	1962
Nicaragua	Americas	1967
Nicaragua	Americas	1972
Nicaragua	Americas	1977
Nicaragua	Americas	1982
Nicaragua	Americas	1987
Nicaragua	Americas	1992
Nicaragua	Americas	1997
Nicaragua	Americas	2002
Nicaragua	Americas	2007
Niger	Africa	1952
Niger	Africa	1957
Niger	Africa	1962
Niger	Africa	1967
Niger	Africa	1972
Niger	Africa	1977
Niger	Africa	1982
Niger	Africa	1987
Niger	Africa	1992
Niger	Africa	1997
Niger	Africa	2002
Niger	Africa	2007
Nigeria	Africa	1952
Nigeria	Africa	1957
Nigeria	Africa	1962
Nigeria	Africa	1967
Nigeria	Africa	1972
Nigeria	Africa	1977
Nigeria	Africa	1982
Nigeria	Africa	1987
Nigeria	Africa	1992
Nigeria	Africa	1997
Nigeria	Africa	2002
Nigeria	Africa	2007
Norway	Europe	1952
Norway	Europe	1957
Norway	Europe	1962
Norway	Europe	1967
Norway	Europe	1972
Norway	Europe	1977
Norway	Europe	1982
Norway	Europe	1987
Norway	Europe	1992
Norway	Europe	1997
Norway	Europe	2002
Norway	Europe	2007
Oman	Asia	1952
Oman	Asia	1957
Oman	Asia	1962
Oman	Asia	1967
Oman	Asia	1972
Oman	Asia	1977
Oman	Asia	1982
Oman	Asia	1987
Oman	Asia	1992
Oman	Asia	1997
Oman	Asia	2002
Oman	Asia	2007
Pakistan	Asia	1952
Pakistan	Asia	1957
Pakistan	Asia	1962
Pakistan	Asia	1967
Pakistan	Asia	1972
Pakistan	Asia	1977
Pakistan	Asia	1982
Pakistan	Asia	1987
Pakistan	Asia	1992
Pakistan	Asia	1997
Pakistan	Asia	2002
Pakistan	Asia	2007
Panama	Americas	1952
Panama	Americas	1957
Panama	Americas	1962
Panama	Americas	1967
Panama	Americas	1972
Panama	Americas	1977
Panama	Americas	1982
Panama	Americas	1987
Panama	Americas	1992
Panama	Americas	1997
Panama	Americas	2002
Panama	Americas	2007
Paraguay	Americas	1952
Paraguay	Americas	1957
Paraguay	Americas	1962
Paraguay	Americas	1967
Paraguay	Americas	1972
Paraguay	Americas	1977
Paraguay	Americas	1982
Paraguay	Americas	1987
Paraguay	Americas	1992
Paraguay	Americas	1997
Paraguay	Americas	2002
Paraguay	Americas	2007
Peru	Americas	1952
Peru	Americas	1957
Peru	Americas	1962
Peru	Americas	1967
Peru	Americas	1972
Peru	Americas	1977
Peru	Americas	1982
Peru	Americas	1987
Peru	Americas	1992
Peru	Americas	1997
Peru	Americas	2002
Peru	Americas	2007
Philippines	Asia	1952
Philippines	Asia	1957
Philippines	Asia	1962
Philippines	Asia	1967
Philippines	Asia	1972
Philippines	Asia	1977
Philippines	Asia	1982
Philippines	Asia	1987
Philippines	Asia	1992
Philippines	Asia	1997
Philippines	Asia	2002
Philippines	Asia	2007
Poland	Europe	1952
Poland	Europe	1957
Poland	Europe	1962
Poland	Europe	1967
Poland	Europe	1972
Poland	Europe	1977
Poland	Europe	1982
Poland	Europe	1987
Poland	Europe	1992
Poland	Europe	1997
Poland	Europe	2002
Poland	Europe	2007
Portugal	Europe	1952
Portugal	Europe	1957
Portugal	Europe	1962
Portugal	Europe	1967
Portugal	Europe	1972
Portugal	Europe	1977
Portugal	Europe	1982
Portugal	Europe	1987
Portugal	Europe	1992
Portugal	Europe	1997
Portugal	Europe	2002
Portugal	Europe	2007
Puerto_Rico	Americas	1952
Puerto_Rico	Americas	1957
Puerto_Rico	Americas	1962
Puerto_Rico	Americas	1967
Puerto_Rico	Americas	1972
Puerto_Rico	Americas	1977
Puerto_Rico	Americas	1982
Puerto_Rico	Americas	1987
Puerto_Rico	Americas	1992
Puerto_Rico	Americas	1997
Puerto_Rico	Americas	2002
Puerto_Rico	Americas	2007
Reunion	Africa	1952
Reunion	Africa	1957
Reunion	Africa	1962
Reunion	Africa	1967
Reunion	Africa	1972
Reunion	Africa	1977
Reunion	Africa	1982
Reunion	Africa	1987
Reunion	Africa	1992
Reunion	Africa	1997
Reunion	Africa	2002
Reunion	Africa	2007
Romania	Europe	1952
Romania	Europe	1957
Romania	Europe	1962
Romania	Europe	1967
Romania	Europe	1972
Romania	Europe	1977
Romania	Europe	1982
Romania	Europe	1987
Romania	Europe	1992
Romania	Europe	1997
Romania	Europe	2002
Romania	Europe	2007
Rwanda	Africa	1952
Rwanda	Africa	1957
Rwanda	Africa	1962
Rwanda	Africa	1967
Rwanda	Africa	1972
Rwanda	Africa	1977
Rwanda	Africa	1982
Rwanda	Africa	1987
Rwanda	Africa	1992
Rwanda	Africa	1997
Rwanda	Africa	2002
Rwanda	Africa	2007
Sao_Tome_and_Principe	Africa	1952
Sao_Tome_and_Principe	Africa	1957
Sao_Tome_and_Principe	Africa	1962
Sao_Tome_and_Principe	Africa	1967
Sao_Tome_and_Principe	Africa	1972
Sao_Tome_and_Principe	Africa	1977
Sao_Tome_and_Principe	Africa	1982
Sao_Tome_and_Principe	Africa	1987
Sao_Tome_and_Principe	Africa	1992
Sao_Tome_and_Principe	Africa	1997
Sao_Tome_and_Principe	Africa	2002
Sao_Tome_and_Principe	Africa	2007
Saudi_Arabia	Asia	1952
Saudi_Arabia	Asia	1957
Saudi_Arabia	Asia	1962
Saudi_Arabia	Asia	1967
Saudi_Arabia	Asia	1972
Saudi_Arabia	Asia	1977
Saudi_Arabia	Asia	1982
Saudi_Arabia	Asia	1987
Saudi_Arabia	Asia	1992
Saudi_Arabia	Asia	1997
Saudi_Arabia	Asia	2002
Saudi_Arabia	Asia	2007
Senegal	Africa	1952
Senegal	Africa	1957
Senegal	Africa	1962
Senegal	Africa	1967
Senegal	Africa	1972
Senegal	Africa	1977
Senegal	Africa	1982
Senegal	Africa	1987
Senegal	Africa	1992
Senegal	Africa	1997
Senegal	Africa	2002
Senegal	Africa	2007
Serbia	Europe	1952
Serbia	Europe	1957
Serbia	Europe	1962
Serbia	Europe	1967
Serbia	Europe	1972
Serbia	Europe	1977
Serbia	Europe	1982
Serbia	Europe	1987
Serbia	Europe	1992
Serbia	Europe	1997
Serbia	Europe	2002
Serbia	Europe	2007
Sierra_Leone	Africa	1952
Sierra_Leone	Africa	1957
Sierra_Leone	Africa	1962
Sierra_Leone	Africa	1967
Sierra_Leone	Africa	1972
Sierra_Leone	Africa	1977
Sierra_Leone	Africa	1982
Sierra_Leone	Africa	1987
Sierra_Leone	Africa	1992
Sierra_Leone	Africa	1997
Sierra_Leone	Africa	2002
Sierra_Leone	Africa	2007
Singapore	Asia	1952
Singapore	Asia	1957
Singapore	Asia	1962
Singapore	Asia	1967
Singapore	Asia	1972
Singapore	Asia	1977
Singapore	Asia	1982
Singapore	Asia	1987
Singapore	Asia	1992
Singapore	Asia	1997
Singapore	Asia	2002
Singapore	Asia	2007
Slovak_Republic	Europe	1952
Slovak_Republic	Europe	1957
Slovak_Republic	Europe	1962
Slovak_Republic	Europe	1967
Slovak_Republic	Europe	1972
Slovak_Republic	Europe	1977
Slovak_Republic	Europe	1982
Slovak_Republic	Europe	1987
Slovak_Republic	Europe	1992
Slovak_Republic	Europe	1997
Slovak_Republic	Europe	2002
Slovak_Republic	Europe	2007
Slovenia	Europe	1952
Slovenia	Europe	1957
Slovenia	Europe	1962
Slovenia	Europe	1967
Slovenia	Europe	1972
Slovenia	Europe	1977
Slovenia	Europe	1982
Slovenia	Europe	1987
Slovenia	Europe	1992
Slovenia	Europe	1997
Slovenia	Europe	2002
Slovenia	Europe	2007
Somalia	Africa	1952
Somalia	Africa	1957
Somalia	Africa	1962
Somalia	Africa	1967
Somalia	Africa	1972
Somalia	Africa	1977
Somalia	Africa	1982
Somalia	Africa	1987
Somalia	Africa	1992
Somalia	Africa	1997
Somalia	Africa	2002
Somalia	Africa	2007
South_Africa	Africa	1952
South_Africa	Africa	1957
South_Africa	Africa	1962
South_Africa	Africa	1967
South_Africa	Africa	1972
South_Africa	Africa	1977
South_Africa	Africa	1982
South_Africa	Africa	1987
South_Africa	Africa	1992
South_Africa	Africa	1997
South_Africa	Africa	2002
South_Africa	Africa	2007
Spain	Europe	1952
Spain	Europe	1957
Spain	Europe	1962
Spain	Europe	1967
Spain	Europe	1972
Spain	Europe	1977
Spain	Europe	1982
Spain	Europe	1987
Spain	Europe	1992
Spain	Europe	1997
Spain	Europe	2002
Spain	Europe	2007
Sri_Lanka	Asia	1952
Sri_Lanka	Asia	1957
Sri_Lanka	Asia	1962
Sri_Lanka	Asia	1967
Sri_Lanka	Asia	1972
Sri_Lanka	Asia	1977
Sri_Lanka	Asia	1982
Sri_Lanka	Asia	1987
Sri_Lanka	Asia	1992
Sri_Lanka	Asia	1997
Sri_Lanka	Asia	2002
Sri_Lanka	Asia	2007
Sudan	Africa	1952
Sudan	Africa	1957
Sudan	Africa	1962
Sudan	Africa	1967
Sudan	Africa	1972
Sudan	Africa	1977
Sudan	Africa	1982
Sudan	Africa	1987
Sudan	Africa	1992
Sudan	Africa	1997
Sudan	Africa	2002
Sudan	Africa	2007
Swaziland	Africa	1952
Swaziland	Africa	1957
Swaziland	Africa	1962
Swaziland	Africa	1967
Swaziland	Africa	1972
Swaziland	Africa	1977
Swaziland	Africa	1982
Swaziland	Africa	1987
Swaziland	Africa	1992
Swaziland	Africa	1997
Swaziland	Africa	2002
Swaziland	Africa	2007
Sweden	Europe	1952
Sweden	Europe	1957
Sweden	Europe	1962
Sweden	Europe	1967
Sweden	Europe	1972
Sweden	Europe	1977
Sweden	Europe	1982
Sweden	Europe	1987
Sweden	Europe	1992
Sweden	Europe	1997
Sweden	Europe	2002
Sweden	Europe	2007
Switzerland	Europe	1952
Switzerland	Europe	1957
Switzerland	Europe	1962
Switzerland	Europe	1967
Switzerland	Europe	1972
Switzerland	Europe	1977
Switzerland	Europe	1982
Switzerland	Europe	1987
Switzerland	Europe	1992
Switzerland	Europe	1997
Switzerland	Europe	2002
Switzerland	Europe	2007
Syria	Asia	1952
Syria	Asia	1957
Syria	Asia	1962
Syria	Asia	1967
Syria	Asia	1972
Syria	Asia	1977
Syria	Asia	1982
Syria	Asia	1987
Syria	Asia	1992
Syria	Asia	1997
Syria	Asia	2002
Syria	Asia	2007
Taiwan	Asia	1952
Taiwan	Asia	1957
Taiwan	Asia	1962
Taiwan	Asia	1967
Taiwan	Asia	1972
Taiwan	Asia	1977
Taiwan	Asia	1982
Taiwan	Asia	1987
Taiwan	Asia	1992
Taiwan	Asia	1997
Taiwan	Asia	2002
Taiwan	Asia	2007
Tanzania	Africa	1952
Tanzania	Africa	1957
Tanzania	Africa	1962
Tanzania	Africa	1967
Tanzania	Africa	1972
Tanzania	Africa	1977
Tanzania	Africa	1982
Tanzania	Africa	1987
Tanzania	Africa	1992
Tanzania	Africa	1997
Tanzania	Africa	2002
Tanzania	Africa	2007
Thailand	Asia	1952
Thailand	Asia	1957
Thailand	Asia	1962
Thailand	Asia	1967
Thailand	Asia	1972
Thailand	Asia	1977
Thailand	Asia	1982
Thailand	Asia	1987
Thailand	Asia	1992
Thailand	Asia	1997
Thailand	Asia	2002
Thailand	Asia	2007
Togo	Africa	1952
Togo	Africa	1957
Togo	Africa	1962
Togo	Africa	1967
Togo	Africa	1972
Togo	Africa	1977
Togo	Africa	1982
Togo	Africa	1987
Togo	Africa	1992
Togo	Africa	1997
Togo	Africa	2002
Togo	Africa	2007
Trinidad_and_Tobago	Americas	1952
Trinidad_and_Tobago	Americas	1957
Trinidad_and_Tobago	Americas	1962
Trinidad_and_Tobago	Americas	1967
Trinidad_and_Tobago	Americas	1972
Trinidad_and_Tobago	Americas	1977
Trinidad_and_Tobago	Americas	1982
Trinidad_and_Tobago	Americas	1987
Trinidad_and_Tobago	Americas	1992
Trinidad_and_Tobago	Americas	1997
Trinidad_and_Tobago	Americas	2002
Trinidad_and_Tobago	Americas	2007
Tunisia	Africa	1952
Tunisia	Africa	1957
Tunisia	Africa	1962
Tunisia	Africa	1967
Tunisia	Africa	1972
Tunisia	Africa	1977
Tunisia	Africa	1982
Tunisia	Africa	1987
Tunisia	Africa	1992
Tunisia	Africa	1997
Tunisia	Africa	2002
Tunisia	Africa	2007
Turkey	Europe	1952
Turkey	Europe	1957
Turkey	Europe	1962
Turkey	Europe	1967
Turkey	Europe	1972
Turkey	Europe	1977
Turkey	Europe	1982
Turkey	Europe	1987
Turkey	Europe	1992
Turkey	Europe	1997
Turkey	Europe	2002
Turkey	Europe	2007
Uganda	Africa	1952
Uganda	Africa	1957
Uganda	Africa	1962
Uganda	Africa	1967
Uganda	Africa	1972
Uganda	Africa	1977
Uganda	Africa	1982
Uganda	Africa	1987
Uganda	Africa	1992
Uganda	Africa	1997
Uganda	Africa	2002
Uganda	Africa	2007
United_Kingdom	Europe	1952
United_Kingdom	Europe	1957
United_Kingdom	Europe	1962
United_Kingdom	Europe	1967
United_Kingdom	Europe	1972
United_Kingdom	Europe	1977
United_Kingdom	Europe	1982
United_Kingdom	Europe	1987
United_Kingdom	Europe	1992
United_Kingdom	Europe	1997
United_Kingdom	Europe	2002
United_Kingdom	Europe	2007
United_States	Americas	1952
United_States	Americas	1957
United_States	Americas	1962
United_States	Americas	1967
United_States	Americas	1972
United_States	Americas	1977
United_States	Americas	1982
United_States	Americas	1987
United_States	Americas	1992
United_States	Americas	1997
United_States	Americas	2002
United_States	Americas	2007
Uruguay	Americas	1952
Uruguay	Americas	1957
Uruguay	Americas	1962
Uruguay	Americas	1967
Uruguay	Americas	1972
Uruguay	Americas	1977
Uruguay	Americas	1982
Uruguay	Americas	1987
Uruguay	Americas	1992
Uruguay	Americas	1997
Uruguay	Americas	2002
Uruguay	Americas	2007
Venezuela	Americas	1952
Venezuela	Americas	1957
Venezuela	Americas	1962
Venezuela	Americas	1967
Venezuela	Americas	1972
Venezuela	Americas	1977
Venezuela	Americas	1982
Venezuela	Americas	1987
Venezuela	Americas	1992
Venezuela	Americas	1997
Venezuela	Americas	2002
Venezuela	Americas	2007
Vietnam	Asia	1952
Vietnam	Asia	1957
Vietnam	Asia	1962
Vietnam	Asia	1967
Vietnam	Asia	1972
Vietnam	Asia	1977
Vietnam	Asia	1982
Vietnam	Asia	1987
Vietnam	Asia	1992
Vietnam	Asia	1997
Vietnam	Asia	2002
Vietnam	Asia	2007
West_Bank_and_Gaza	Asia	1952
West_Bank_and_Gaza	Asia	1957
West_Bank_and_Gaza	Asia	1962
West_Bank_and_Gaza	Asia	1967
West_Bank_and_Gaza	Asia	1972
West_Bank_and_Gaza	Asia	1977
West_Bank_and_Gaza	Asia	1982
West_Bank_and_Gaza	Asia	1987
West_Bank_and_Gaza	Asia	1992
West_Bank_and_Gaza	Asia	1997
West_Bank_and_Gaza	Asia	2002
West_Bank_and_Gaza	Asia	2007
Yemen_Rep	Asia	1952
Yemen_Rep	Asia	1957
Yemen_Rep	Asia	1962
Yemen_Rep	Asia	1967
Yemen_Rep	Asia	1972
Yemen_Rep	Asia	1977
Yemen_Rep	Asia	1982
Yemen_Rep	Asia	1987
Yemen_Rep	Asia	1992
Yemen_Rep	Asia	1997
Yemen_Rep	Asia	2002
Yemen_Rep	Asia	2007
Zambia	Africa	1952
Zambia	Africa	1957
Zambia	Africa	1962
Zambia	Africa	1967
Zambia	Africa	1972
Zambia	Africa	1977
Zambia	Africa	1982
Zambia	Africa	1987
Zambia	Africa	1992
Zambia	Africa	1997
Zambia	Africa	2002
Zambia	Africa	2007
Zimbabwe	Africa	1952
Zimbabwe	Africa	1957
Zimbabwe	Africa	1962
Zimbabwe	Africa	1967
Zimbabwe	Africa	1972
Zimbabwe	Africa	1977
Zimbabwe	Africa	1982
Zimbabwe	Africa	1987
Zimbabwe	Africa	1992
Zimbabwe	Africa	1997
Zimbabwe	Africa	2002
Zimbabwe	Africa	2007
